isoform_id	gene	transcript_id	biotype	GABA_pct	GABA_mean	other_pct	other_mean	logFC	n_GABA_detected	n_other_detected
Pip4k2a-201	Pip4k2a	ENSMUST00000006912	protein_coding	2.77777777777778	0.189330959472718	10.3460599201858	0.709531925934289	-1.90595167388826	28	1737
Cryab-201	Cryab	ENSMUST00000034562	protein_coding	4.16666666666667	0.296458930761726	15.8377509083328	1.1090753181347	-1.90344961434435	42	2659
Serpine2-201	Serpine2	ENSMUST00000027467	protein_coding	5.8531746031746	0.426248832259883	21.0018464470784	1.58796811294562	-1.89741167986415	59	3526
Arap2-204	Arap2	ENSMUST00000160620	retained_intron	3.07539682539683	0.211983041196144	11.471797009947	0.78914243969861	-1.8963318990394	31	1926
Jun-201	Jun	ENSMUST00000107094	protein_coding	8.92857142857143	0.628371672458321	31.1513490976235	2.31177346397118	-1.8793083106174	90	5230
Abhd17b-201	Abhd17b	ENSMUST00000052556	protein_coding	3.86904761904762	0.26142069999328	13.8245279647388	0.958458300983476	-1.87433827130947	39	2321
Atp1b2-201	Atp1b2	ENSMUST00000047889	protein_coding	3.67063492063492	0.241474177536961	12.1448567514444	0.881271135760787	-1.86771269570064	37	2039
Cdc42-202	Cdc42	ENSMUST00000051477	protein_coding	7.24206349206349	0.496592990017404	25.4571445589374	1.80940862033369	-1.86538034051687	73	4274
Glud1-201	Glud1	ENSMUST00000022322	protein_coding	12.5992063492064	0.885989132681492	41.0089939841563	3.2009692239161	-1.8531467200875	127	6885
Ado-201	Ado	ENSMUST00000075686	protein_coding	3.76984126984127	0.247793771811769	12.8774793019239	0.890417687241642	-1.84533812230543	38	2162
Sptssa-201	Sptssa	ENSMUST00000056228	protein_coding	4.06746031746032	0.274811288802153	14.1282982905474	0.98094310594673	-1.83572441552863	41	2372
Atg101-201	Atg101	ENSMUST00000048393	protein_coding	3.27380952380952	0.219447354644348	10.8761689201263	0.782051546265311	-1.83338409239608	33	1826
Slc41a1-201	Slc41a1	ENSMUST00000086559	protein_coding	5.35714285714286	0.376222827946407	18.4406456608494	1.33844574128005	-1.83089660398094	54	3096
Arhgap23-201	Arhgap23	ENSMUST00000093940	protein_coding	3.17460317460317	0.223311433232958	11.4956221335398	0.790388123719862	-1.82349951714909	32	1930
Mcl1-201	Mcl1	ENSMUST00000037947	protein_coding	8.92857142857143	0.641625054323843	30.6093275358866	2.25723554769057	-1.81475298285816	90	5139
Med10-201	Med10	ENSMUST00000022089	protein_coding	3.57142857142857	0.248764922416468	12.3235451783906	0.865826116083603	-1.79929011456587	36	2069
Map6d1-201	Map6d1	ENSMUST00000040880	protein_coding	3.17460317460317	0.220753548379584	11.0786824706653	0.760456353942155	-1.78442418146075	32	1860
Cpox-201	Cpox	ENSMUST00000060077	protein_coding	4.26587301587302	0.287782614983642	14.0866043242599	0.990123309164989	-1.78262521126089	43	2365
Gm9774-202	Gm9774	ENSMUST00000192538	protein_coding	5.05952380952381	0.348308994780283	16.933706593603	1.19208009420235	-1.77503860509229	51	2843
Saysd1-201	Saysd1	ENSMUST00000059666	protein_coding	3.27380952380952	0.225760910423819	10.9595568527012	0.770706852576293	-1.77138198898931	33	1840
Ifit2-201	Ifit2	ENSMUST00000102826	protein_coding	3.57142857142857	0.242466494140888	10.7451307403657	0.824685998690237	-1.76605531485711	36	1804
Ccng1-201	Ccng1	ENSMUST00000020576	protein_coding	5.25793650793651	0.376057458528122	17.9403180654	1.27776682302128	-1.76459686268063	53	3012
Tspan2-201	Tspan2	ENSMUST00000029451	protein_coding	7.44047619047619	0.525597195863051	20.6087319077968	1.76761277038339	-1.74977084672165	75	3460
Kctd13-201	Kctd13	ENSMUST00000032924	protein_coding	3.76984126984127	0.253648961950643	12.2222884031211	0.841700654523705	-1.73047000917489	38	2052
Sdhaf1-201	Sdhaf1	ENSMUST00000098586	protein_coding	4.66269841269841	0.321965959839561	15.0574781106677	1.06151975405135	-1.7211480259199	47	2528
Rrbp1-202	Rrbp1	ENSMUST00000037875	protein_coding	3.86904761904762	0.265683721733005	12.6094466615046	0.871129292187632	-1.71317324660081	39	2117
Ramp1-201	Ramp1	ENSMUST00000097648	protein_coding	9.52380952380952	0.680348779108381	29.1857764012151	2.22938898247957	-1.71230045060952	96	4900
Ntrk2-202	Ntrk2	ENSMUST00000109838	protein_coding	5.8531746031746	0.428741500271933	18.8218476383346	1.40145753735565	-1.70874572191651	59	3160
Cfl1-202	Cfl1	ENSMUST00000209469	protein_coding	4.96031746031746	0.323642417275139	15.2719042230032	1.05773834956722	-1.7085070935158	50	2564
Sqle-201	Sqle	ENSMUST00000022977	protein_coding	3.86904761904762	0.268958445585192	12.621359223301	0.875889188028429	-1.70336135200443	39	2119
Cldnd1-201	Cldnd1	ENSMUST00000023426	protein_coding	3.76984126984127	0.251618286721435	11.9780808862946	0.818895271897405	-1.70243821025855	38	2011
Gm10093-201	Gm10093	ENSMUST00000079363	protein_coding	3.47222222222222	0.232758750993954	10.7987372684496	0.755129753569722	-1.69788486602418	35	1813
Sox2-201	Sox2	ENSMUST00000099151	protein_coding	4.26587301587302	0.304041232066841	13.9674787062958	0.983586027120216	-1.69378097606082	43	2345
Marcksl1-201	Marcksl1	ENSMUST00000062356	protein_coding	6.94444444444445	0.487663887419137	21.8833760200131	1.57144201275231	-1.68812794970444	70	3674
Tmem47-201	Tmem47	ENSMUST00000026760	protein_coding	6.6468253968254	0.451394707143074	19.1137054023468	1.43413213612201	-1.66771435780348	67	3209
Prdx3-201	Prdx3	ENSMUST00000025961	protein_coding	4.36507936507936	0.286503850288084	12.9429983918042	0.903610367866685	-1.65714285783206	44	2173
Rprm-201	Rprm	ENSMUST00000100089	protein_coding	3.57142857142857	0.267353350091242	11.5134909762344	0.841542300830101	-1.65428435515131	36	1933
Scd2-201	Scd2	ENSMUST00000026221	protein_coding	18.2539682539683	1.32290724905644	50.5688248257788	4.15077550648635	-1.64966824760097	184	8490
Cd81-201	Cd81	ENSMUST00000037941	protein_coding	5.65476190476191	0.377224398842428	16.9873131216868	1.18325528866093	-1.64926386756526	57	2852
Junb-201	Junb	ENSMUST00000064922	protein_coding	6.54761904761905	0.468565069453851	19.8225028292334	1.46583049333347	-1.64539487363508	66	3328
Pts-201	Pts	ENSMUST00000034570	protein_coding	3.86904761904762	0.262694175074075	11.6028351897075	0.818154369307881	-1.63898513708439	39	1948
H2afj-201	H2afj	ENSMUST00000074556	protein_coding	11.7063492063492	0.820496893640121	34.7668116028352	2.55464738144081	-1.63855319890483	118	5837
Smad7-201	Smad7	ENSMUST00000026999	protein_coding	3.47222222222222	0.242073963957729	10.953600571803	0.752897183806181	-1.63700089938111	35	1839
Phax-203	Phax	ENSMUST00000132628	protein_coding	4.56349206349206	0.311435072917031	13.5743641670141	0.95470838654559	-1.61612558561782	46	2279
Lamp1-201	Lamp1	ENSMUST00000033824	protein_coding	15.2777777777778	1.05528291776592	43.1532551075109	3.23049880529485	-1.61412618854315	154	7245
Rhob-201	Rhob	ENSMUST00000067384	protein_coding	16.3690476190476	1.14558897211264	45.5834177139794	3.49029380548709	-1.60725812869999	165	7653
Tm7sf3-201	Tm7sf3	ENSMUST00000037709	protein_coding	4.66269841269841	0.316379274001683	13.8602656501281	0.96329170830229	-1.60631459326524	47	2327
Grpel1-201	Grpel1	ENSMUST00000031099	protein_coding	6.54761904761905	0.443434334380386	18.9647983798916	1.34858196272567	-1.6046486380917	66	3184
Nudt2-201	Nudt2	ENSMUST00000030154	protein_coding	3.86904761904762	0.259741111447351	11.1978080886295	0.783176738210636	-1.59225982286719	39	1880
Rac1-202	Rac1	ENSMUST00000100489	protein_coding	8.43253968253968	0.57802587027437	24.6053963904938	1.73799027373723	-1.58821237374575	85	4131
Hist1h1e-201	Hist1h1e	ENSMUST00000062045	protein_coding	8.33333333333333	0.605319959398855	25.1652867949253	1.81560136041173	-1.58467605827121	84	4225
Nudcd2-201	Nudcd2	ENSMUST00000020578	protein_coding	3.67063492063492	0.252197024369849	10.7927809875514	0.755665131750902	-1.58319198985263	37	1812
Sdhc-202	Sdhc	ENSMUST00000111336	protein_coding	7.93650793650794	0.5463519879224	22.9257251771994	1.63573589234144	-1.58203545560076	80	3849
Shisa4-202	Shisa4	ENSMUST00000159181	retained_intron	4.56349206349206	0.314285829169137	13.5326702007267	0.940711081270746	-1.58167141821236	46	2272
Irf2bpl-201	Irf2bpl	ENSMUST00000038422	protein_coding	4.26587301587302	0.290922119193373	12.1448567514444	0.86575261543692	-1.57331855755918	43	2039
Gm12166-201	Gm12166	ENSMUST00000093169	protein_coding	5.95238095238095	0.410683940867427	17.3149085710882	1.20870823457762	-1.55736328142326	60	2907
Gm2a-201	Gm2a	ENSMUST00000000608	protein_coding	3.67063492063492	0.254121428813838	10.5723985943177	0.744443169726448	-1.55063994353109	37	1775
Hmgn1-201	Hmgn1	ENSMUST00000050884	protein_coding	3.96825396825397	0.27431572107451	11.2811960212044	0.802945802425737	-1.54946184328024	40	1894
Nutf2-ps1-201	Nutf2-ps1	ENSMUST00000095978	protein_coding	7.93650793650794	0.530809472760369	22.0025016379772	1.55347481333256	-1.54923103963532	80	3694
Cav2-201	Cav2	ENSMUST00000000058	protein_coding	5.25793650793651	0.353489230763239	14.0985168860563	1.03361899104753	-1.54796362866409	53	2367
Exoc4-201	Exoc4	ENSMUST00000052266	protein_coding	4.96031746031746	0.35023006840459	14.5035439871344	1.01230530410407	-1.53126691382	50	2435
Myo6-211	Myo6	ENSMUST00000183377	retained_intron	4.06746031746032	0.282568719481137	11.5194472571326	0.813795745301001	-1.52606163752914	41	1934
H1f0-201	H1f0	ENSMUST00000180086	protein_coding	10.7142857142857	0.739468978914075	29.3823336708559	2.12698546399663	-1.52424736918122	108	4933
Eef2-201	Eef2	ENSMUST00000047864	protein_coding	7.73809523809524	0.530032362007889	21.4128298290547	1.51731253997378	-1.51736416156351	78	3595
Imp3-201	Imp3	ENSMUST00000034827	protein_coding	8.13492063492063	0.55710010362685	22.4492227053428	1.5882475858037	-1.51142565543206	82	3769
Chmp5-201	Chmp5	ENSMUST00000030128	protein_coding	4.56349206349206	0.308655760081614	12.6690094704866	0.879709860818143	-1.51102603445486	46	2127
Pigyl-201	Pigyl	ENSMUST00000123680	protein_coding	5.15873015873016	0.359153511337068	14.777532908452	1.02355080201373	-1.51090757665597	52	2481
Slc20a2-201	Slc20a2	ENSMUST00000067786	protein_coding	3.76984126984127	0.257922116139043	10.5187920662338	0.73336944243693	-1.50760104199951	38	1766
Utp14b-202	Utp14b	ENSMUST00000151622	protein_coding	3.57142857142857	0.263387697559276	10.5902674370123	0.73989810198602	-1.49013510926953	36	1778
Tmem128-201	Tmem128	ENSMUST00000087511	protein_coding	5.8531746031746	0.389833513980005	15.6292810768956	1.09242877556165	-1.48660681193898	59	2624
Tceal8-201	Tceal8	ENSMUST00000060101	protein_coding	6.25	0.427616818766969	16.8384060992316	1.18931454682375	-1.47573766253741	63	2827
Sf3b5-201	Sf3b5	ENSMUST00000105139	protein_coding	10.7142857142857	0.751952088958299	28.8403121091191	2.08721014935487	-1.4728619893684	108	4842
Lrrc58-201	Lrrc58	ENSMUST00000078717	protein_coding	13.1944444444444	0.944719222354282	35.8091607600214	2.61499383281844	-1.46884905026761	133	6012
Mrpl43-201	Mrpl43	ENSMUST00000097715	protein_coding	3.86904761904762	0.261330993604082	10.4830543808446	0.722952492764228	-1.46801908471004	39	1760
B430305J03Rik-201	B430305J03Rik	ENSMUST00000066298	protein_coding	8.43253968253968	0.581237478204904	21.966763952588	1.58775694309863	-1.44978886927839	85	3688
Pik3ip1-201	Pik3ip1	ENSMUST00000045153	protein_coding	3.76984126984127	0.271737318629372	10.5187920662338	0.74120834950878	-1.44766306080085	38	1766
Gcsh-201	Gcsh	ENSMUST00000040484	protein_coding	4.46428571428571	0.310681337729935	11.8649115492287	0.846746957982007	-1.44649237584454	45	1992
Lrrn1-201	Lrrn1	ENSMUST00000049285	protein_coding	7.83730158730159	0.534878384754336	20.1739234022277	1.45625624824661	-1.44497972480824	79	3387
Emb-203	Emb	ENSMUST00000224821	processed_transcript	8.13492063492063	0.551409535506392	21.3592233009709	1.50098060577896	-1.44470755960861	82	3586
Add1-213	Add1	ENSMUST00000152805	protein_coding	6.15079365079365	0.430056126663747	16.7967121329442	1.1660416246061	-1.43902030898055	62	2820
Prdx6-209	Prdx6	ENSMUST00000194613	retained_intron	5.95238095238095	0.426793133901406	15.6828876049795	1.14755147686526	-1.42694787650055	60	2633
Lrrc8c-201	Lrrc8c	ENSMUST00000067924	protein_coding	3.96825396825397	0.278162562421374	10.6617428077908	0.744515071018764	-1.42036954216348	40	1790
Pcbp1-201	Pcbp1	ENSMUST00000053015	protein_coding	13.2936507936508	0.941733430188302	34.7370301983442	2.51246377818275	-1.41571119030933	134	5832
Tprgl-201	Tprgl	ENSMUST00000030896	protein_coding	7.53968253968254	0.508442783768571	19.3162189528858	1.35488354278762	-1.41400974076016	76	3243
Tmed3-201	Tmed3	ENSMUST00000058488	protein_coding	4.36507936507936	0.305433467837315	11.5611412234201	0.807050264290437	-1.40179743973977	44	1941
Foxn3-201	Foxn3	ENSMUST00000046859	protein_coding	5.15873015873016	0.360343445818043	13.5445827625231	0.947555552978943	-1.39483544167646	52	2274
Secisbp2l-201	Secisbp2l	ENSMUST00000053699	protein_coding	7.83730158730159	0.541776408966483	19.7033772112693	1.42403989363743	-1.39421843380933	79	3308
P4hb-201	P4hb	ENSMUST00000026122	protein_coding	4.56349206349206	0.309679785545484	11.7993924593484	0.812033181194463	-1.39075858414616	46	1981
Rrs1-201	Rrs1	ENSMUST00000072079	protein_coding	4.16666666666667	0.274070627754767	10.1614152123414	0.711305626464842	-1.37591861735454	42	1706
Ywhae-201	Ywhae	ENSMUST00000067664	protein_coding	16.8650793650794	1.20418485518164	42.2836380963726	3.11820058309775	-1.37265612109275	170	7099
Uqcrfs1-201	Uqcrfs1	ENSMUST00000042834	protein_coding	15.2777777777778	1.07705299489137	37.3399249508607	2.75426435139136	-1.35457698136245	154	6269
Eif4g2-213	Eif4g2	ENSMUST00000162415	protein_coding	3.96825396825397	0.274771914512492	10.1435463696468	0.699379670443982	-1.34783812440332	40	1703
Ppp2r3a-202	Ppp2r3a	ENSMUST00000075941	protein_coding	5.8531746031746	0.397158688149578	14.4439811781524	1.00645399591636	-1.34149156160264	59	2425
Gatad1-201	Gatad1	ENSMUST00000007559	protein_coding	8.53174603174603	0.585013390679074	21.103103222348	1.48207461436176	-1.34107503583781	86	3543
Qk-202	Qk	ENSMUST00000097414	protein_coding	7.83730158730159	0.572424846240764	20.3764369527667	1.44650710453117	-1.33741368706924	79	3421
Cdv3-201	Cdv3	ENSMUST00000035484	protein_coding	10.1190476190476	0.698126379914296	24.6887843230687	1.75961317769427	-1.33369693173697	102	4145
Rnf7-201	Rnf7	ENSMUST00000057500	protein_coding	12.0039682539683	0.823577949806871	28.7747930192388	2.0702389295473	-1.32981911680415	121	4831
Sap18b-201	Sap18b	ENSMUST00000074053	protein_coding	18.452380952381	1.33328991606383	44.3802489725416	3.34214567445534	-1.32578344717695	186	7451
Gm10131-201	Gm10131	ENSMUST00000080152	protein_coding	17.8571428571429	1.27433061282373	42.5338018940973	3.19416189367545	-1.32569713654238	180	7141
Endod1-202	Endod1	ENSMUST00000213403	processed_transcript	4.86111111111111	0.327934365170464	11.7993924593484	0.817391055501092	-1.31761672832041	49	1981
Rbm8a2-201	Rbm8a2	ENSMUST00000104983	protein_coding	7.24206349206349	0.501607209070498	17.5055095598308	1.24460223091287	-1.31105303261435	73	2939
Rtn4-204	Rtn4	ENSMUST00000102842	protein_coding	17.3611111111111	1.23317430394848	40.0738578831378	3.03686210324755	-1.30020397280002	175	6728
Nfix-204	Nfix	ENSMUST00000109764	protein_coding	10.3174603174603	0.745382230817053	25.7192209184585	1.83278563557095	-1.29798457619853	104	4318
Tpgs1-201	Tpgs1	ENSMUST00000020552	protein_coding	7.73809523809524	0.53004538815646	18.3870391327655	1.29790941758989	-1.29200028036615	78	3087
Wnk1-208	Wnk1	ENSMUST00000159903	retained_intron	6.4484126984127	0.454742462380327	15.8854011555185	1.10937062632914	-1.28661792995011	65	2667
Chst2-201	Chst2	ENSMUST00000036267	protein_coding	9.62301587301587	0.662215571668898	22.1573649413306	1.61129547382426	-1.2828469510365	97	3720
Fam212b-202	Fam212b	ENSMUST00000098273	protein_coding	6.54761904761905	0.46948225791351	16.2070403240217	1.14174535946389	-1.28209657315168	66	2721
Laptm4a-201	Laptm4a	ENSMUST00000020909	protein_coding	22.1230158730159	1.56654231704111	49.3894812079338	3.80930845933099	-1.28194483108089	223	8292
Glmp-210	Glmp	ENSMUST00000193646	retained_intron	6.74603174603175	0.459352015589007	15.8794448746203	1.11496929292101	-1.27933006681505	68	2666
Tmbim6-201	Tmbim6	ENSMUST00000023749	protein_coding	13.5912698412698	0.946594822130193	31.9673595806778	2.28695831305509	-1.27261023944708	137	5367
Zfp580-201	Zfp580	ENSMUST00000069324	protein_coding	4.36507936507936	0.297244518323823	10.3043659538984	0.716530148627839	-1.26937436374564	44	1730
Gm10273-201	Gm10273	ENSMUST00000092511	protein_coding	9.92063492063492	0.679615086037914	22.8602060873191	1.63513979206603	-1.26662295717759	100	3838
Tuba1a-201	Tuba1a	ENSMUST00000097014	protein_coding	19.7420634920635	1.44779021456277	45.4404669724224	3.48304165305992	-1.26649457325892	199	7629
Degs1-201	Degs1	ENSMUST00000035295	protein_coding	8.53174603174603	0.584140947380252	19.9714098516886	1.40470238458515	-1.26587463101358	86	3353
Phf5a-201	Phf5a	ENSMUST00000023117	protein_coding	6.15079365079365	0.422429084066111	14.4439811781524	1.01053610733703	-1.25833781163199	62	2425
Rab5a-201	Rab5a	ENSMUST00000017975	protein_coding	4.86111111111111	0.321155547026692	11.1978080886295	0.768054404825076	-1.25793367845629	49	1880
Cln8-201	Cln8	ENSMUST00000027554	protein_coding	4.36507936507936	0.298267067538551	10.3698850437787	0.713007848576991	-1.25731044932383	44	1741
Pin1-201	Pin1	ENSMUST00000034689	protein_coding	10.1190476190476	0.693162190039941	23.1699326940259	1.65149669200105	-1.25250800512615	102	3890
Agpat4-201	Agpat4	ENSMUST00000024594	protein_coding	6.54761904761905	0.45087051739487	15.3195544701888	1.07272620153902	-1.2504949605404	66	2572
Gm20075-201	Gm20075	ENSMUST00000220449	protein_coding	6.74603174603175	0.451144646907885	15.0157841443802	1.06158138268662	-1.23455116360284	68	2521
Selenof-201	Selenof	ENSMUST00000082437	protein_coding	14.8809523809524	1.03578537484896	33.6470307939722	2.43583696532502	-1.23369168082824	150	5649
Dstn-201	Dstn	ENSMUST00000103172	protein_coding	8.63095238095238	0.599150829851788	19.9952349752814	1.40748265881781	-1.23212462752415	87	3357
Tpm3-rs7-201	Tpm3-rs7	ENSMUST00000072359	protein_coding	11.1111111111111	0.780714068031864	25.3678003454643	1.83390679173083	-1.23205308303669	112	4259
Mrpl17-202	Mrpl17	ENSMUST00000124482	protein_coding	4.56349206349206	0.317071865263506	10.5307046280303	0.74423687792131	-1.23094939965169	46	1768
Dnttip2-201	Dnttip2	ENSMUST00000035776	protein_coding	6.8452380952381	0.468474299946581	15.5756745488117	1.0953460932195	-1.22534321314391	69	2615
Cdkn1b-201	Cdkn1b	ENSMUST00000003115	protein_coding	8.03571428571429	0.549884170753682	18.3334326046816	1.28561783533212	-1.22526068511737	81	3078
Ubl3-201	Ubl3	ENSMUST00000079324	protein_coding	8.92857142857143	0.61895172518054	20.5729942224075	1.44334572051312	-1.22151677787476	90	3454
Psmd7-201	Psmd7	ENSMUST00000044106	protein_coding	4.86111111111111	0.331035031325229	11.1442015605456	0.771459501394812	-1.22060403857352	49	1871
Nr3c1-208	Nr3c1	ENSMUST00000152853	protein_coding	9.92063492063492	0.677883275657594	22.3003156828876	1.5749428948796	-1.2161895243436	100	3744
Naf1-201	Naf1	ENSMUST00000118009	protein_coding	4.86111111111111	0.336316050164124	10.9893382571922	0.765695375272041	-1.18695050716137	49	1845
Ctnnbip1-201	Ctnnbip1	ENSMUST00000030839	protein_coding	7.14285714285714	0.488835074266078	15.8079695038418	1.11214160290431	-1.18591912777039	72	2654
Arpc4-203	Arpc4	ENSMUST00000203578	protein_coding	6.6468253968254	0.4527611516447	14.5690630770147	1.02974326589192	-1.18546082543661	67	2446
Lsm1-201	Lsm1	ENSMUST00000038421	protein_coding	4.76190476190476	0.33478414935489	10.8880814819227	0.761221198075374	-1.18508209961407	48	1828
Tob1-201	Tob1	ENSMUST00000041589	protein_coding	7.83730158730159	0.543347632798692	17.6722854249806	1.23501797136227	-1.18458311616629	79	2967
Trappc5-201	Trappc5	ENSMUST00000044857	protein_coding	6.8452380952381	0.462995907806161	14.9443087736018	1.05175951483171	-1.18373177794838	69	2509
Jund-201	Jund	ENSMUST00000095267	protein_coding	21.7261904761905	1.56563942293972	47.1499195902079	3.53770755328645	-1.17606228931589	219	7916
Mrpl41-201	Mrpl41	ENSMUST00000045604	protein_coding	7.83730158730159	0.545340708519502	17.3327774137828	1.23165625172859	-1.17536843137117	79	2910
Mrps7-201	Mrps7	ENSMUST00000058109	protein_coding	5.25793650793651	0.363221055864997	11.6385728750968	0.812053788492653	-1.16072525803931	53	1954
Dennd5a-203	Dennd5a	ENSMUST00000130354	retained_intron	4.96031746031746	0.342791657655235	11.1799392459348	0.764950794024946	-1.15803262604909	50	1877
Brk1-201	Brk1	ENSMUST00000035725	protein_coding	16.6666666666667	1.17091574061052	35.6900351420573	2.60000841001379	-1.150878349712	168	5992
Uchl4-201	Uchl4	ENSMUST00000039011	protein_coding	6.34920634920635	0.432465054311621	13.6458395377926	0.959429410040621	-1.14959127253068	64	2291
Fscn1-201	Fscn1	ENSMUST00000031565	protein_coding	5.95238095238095	0.425123683686815	13.0323426052773	0.928990295493778	-1.12777905134047	60	2188
Vapa-201	Vapa	ENSMUST00000024897	protein_coding	9.42460317460317	0.638468064911005	19.7569837393532	1.38487154983956	-1.11706458549927	95	3317
Cggbp1-201	Cggbp1	ENSMUST00000067744	protein_coding	5.95238095238095	0.399477399876752	12.2639823694085	0.859694631101036	-1.10570847710713	60	2059
Tomm22-201	Tomm22	ENSMUST00000023062	protein_coding	11.4087301587302	0.793623079479126	24.0157245815713	1.70533011498649	-1.10352418224806	115	4032
Phyhipl-201	Phyhipl	ENSMUST00000046513	protein_coding	8.13492063492063	0.559458268059698	17.1123950205492	1.20183912170836	-1.10313998667809	82	2873
4931406P16Rik-208	4931406P16Rik	ENSMUST00000206018	retained_intron	8.73015873015873	0.620927331478295	18.6729406158794	1.32989253826571	-1.09881209349212	88	3135
Arf4-201	Arf4	ENSMUST00000022429	protein_coding	6.6468253968254	0.45546130487421	13.6696646613854	0.974212142976282	-1.09690578835955	67	2295
Senp6-213	Senp6	ENSMUST00000176640	protein_coding	5.55555555555556	0.38349195577873	11.674310560486	0.814286841310993	-1.08633878290687	56	1960
Timp4-201	Timp4	ENSMUST00000032462	protein_coding	6.4484126984127	0.462959588739911	13.3003752456966	0.982389918157764	-1.08540783971018	65	2233
Txn2-201	Txn2	ENSMUST00000005487	protein_coding	9.62301587301587	0.659316018990088	19.6140329977962	1.39627409309839	-1.08253898094668	97	3293
Mrpl36-201	Mrpl36	ENSMUST00000022098	protein_coding	6.4484126984127	0.431341998305279	12.996604919888	0.91003800360823	-1.07709284160438	65	2182
1110008F13Rik-201	1110008F13Rik	ENSMUST00000029165	protein_coding	11.7063492063492	0.822811355168832	24.295669783787	1.73397386644658	-1.07544762486106	118	4079
Cxxc5-201	Cxxc5	ENSMUST00000060722	protein_coding	7.14285714285714	0.485863181074538	14.6226696050986	1.02135908724437	-1.0718666045757	72	2455
Gm10053-201	Gm10053	ENSMUST00000073080	protein_coding	16.6666666666667	1.19016428229477	33.408779558044	2.49994778733969	-1.07073660147795	168	5609
Polr2a-201	Polr2a	ENSMUST00000058470	protein_coding	4.86111111111111	0.341074549448679	10.3817976055751	0.714286475232092	-1.06641348768944	49	1743
Pou3f3-201	Pou3f3	ENSMUST00000054883	protein_coding	10.7142857142857	0.778787655587274	22.8482935255227	1.63085159220627	-1.06632261317765	108	3836
Rab10-201	Rab10	ENSMUST00000021001	protein_coding	20.6349206349206	1.45446247744579	41.5510155458931	3.04346342460134	-1.06522743223717	208	6976
Cyp51-201	Cyp51	ENSMUST00000001507	protein_coding	8.43253968253968	0.571002257490392	16.993269402585	1.1913997264749	-1.0610878628106	85	2853
Emc6-201	Emc6	ENSMUST00000054952	protein_coding	14.2857142857143	1.00030316815585	28.6914050866639	2.06644793254464	-1.04671495615137	144	4817
Sqstm1-204	Sqstm1	ENSMUST00000136936	protein_coding	9.92063492063492	0.690328156119573	20.0845791887545	1.42507382976745	-1.0456813532108	100	3372
Map1lc3b-201	Map1lc3b	ENSMUST00000034270	protein_coding	11.2103174603175	0.793000076593469	22.8423372446245	1.62962314952563	-1.03914453530997	113	3835
Mrpl53-202	Mrpl53	ENSMUST00000129656	retained_intron	7.93650793650794	0.540675846797409	15.8198820656382	1.10726158988365	-1.0341589182958	80	2656
Eif4g2-206	Eif4g2	ENSMUST00000161051	protein_coding	5.35714285714286	0.372937620938565	10.9595568527012	0.762113633429368	-1.03106980884985	54	1840
Smim7-203	Smim7	ENSMUST00000167290	protein_coding	6.94444444444445	0.47978539942622	13.9913038298886	0.973794349395611	-1.02122634874277	70	2349
Ube2r2-201	Ube2r2	ENSMUST00000040008	protein_coding	5.65476190476191	0.393670112627673	11.3050211447972	0.792887985680482	-1.01012803261693	57	1898
Tubb4a-201	Tubb4a	ENSMUST00000071135	protein_coding	14.781746031746	1.04512160991102	26.481624873429	2.09615213218949	-1.00407191137393	149	4446
Tmeff2-201	Tmeff2	ENSMUST00000081851	protein_coding	13.2936507936508	0.932967147017507	24.7900410983382	1.87055934789508	-1.00357077959255	134	4162
Clip3-201	Clip3	ENSMUST00000014065	protein_coding	8.13492063492063	0.551717711327497	16.0045267734826	1.10503067329004	-1.0020829070136	82	2687
Ftl1-ps1-202	Ftl1-ps1	ENSMUST00000222435	protein_coding	37.0039682539683	2.79321779635959	68.9022574304604	5.58933156882452	-1.00074743265184	373	11568
